Date,CRIME_COUNT
2012-04-15,977
2012-04-28,878
2012-01-26,925
2012-02-02,881
2019-12-19,683
2018-06-01,1020
2019-12-29,689
2020-12-24,499
2020-05-31,1899
2018-07-17,745
2020-09-10,565
2017-05-28,705
2017-05-26,767
2015-03-31,693
2009-03-02,829
2009-02-08,946
2009-04-02,1042
2009-04-12,876
2014-12-26,626
2015-03-24,639
2019-05-03,791
2012-06-05,950
2018-08-08,792
2020-06-27,579
2020-07-16,595
2020-07-21,633
2021-01-26,437
2021-01-28,479
2021-03-08,538
2009-08-12,1252
2013-11-22,852
2012-05-21,886
2012-10-29,833
2012-11-03,802
2012-11-21,892
2012-08-24,1032
2017-11-05,773
2020-12-07,551
2019-08-27,732
2018-01-22,724
2018-02-01,741
2020-10-10,677
2020-01-01,952
2019-06-01,922
2009-12-28,820
2009-09-26,1103
2009-07-21,1190
2009-11-14,1148
2009-11-25,1086
2013-04-05,900
2012-12-08,778
2013-05-02,827
2013-05-11,833
2013-04-22,915
2013-05-17,989
2013-02-14,750
2018-02-16,664
2017-12-06,711
2017-12-24,504
2018-05-04,814
2013-09-30,833
2021-05-07,515
2021-06-15,608
2021-07-04,687
2015-05-03,745
2010-01-15,1212
2013-07-05,989
2013-11-27,733
2018-05-06,716
2018-07-06,890
2021-10-21,625
2021-11-25,408
2010-06-24,1024
2010-07-13,1019
2018-11-29,675
2019-03-12,627
2019-03-17,612
2019-03-25,639
2010-09-08,1056
2010-10-01,1240
2010-12-18,801
2011-01-30,756
2011-03-03,933
2013-10-18,837
2014-02-21,718
2013-12-20,859
2014-01-11,654
2015-11-06,747
2015-11-23,650
2015-12-29,624
2011-04-23,986
2014-07-08,818
2014-08-02,897
2014-08-26,804
2014-09-05,844
2014-09-07,824
2016-02-10,565
2020-03-18,530
2016-03-05,700
2016-08-15,843
2011-06-29,1107
2011-08-16,953
2010-08-10,1112
2014-12-08,709
2020-04-22,432
2019-08-26,730
2016-05-30,820
2016-06-13,794
2009-01-14,867
2019-05-28,747
2015-05-29,828
2012-04-11,920
2012-04-12,923
2012-02-01,1042
2012-02-08,811
2019-07-17,803
2019-07-19,802
2019-12-28,639
2020-09-04,649
2013-01-06,698
2015-06-01,954
2012-08-14,961
2012-06-17,946
2012-07-03,1060
2012-07-08,1093
2012-07-02,1056
2012-07-09,1065
2012-07-27,1040
2021-01-01,718
2021-01-14,534
2009-06-22,1193
2012-11-13,826
2012-12-03,933
2012-08-21,921
2013-02-15,933
2017-01-01,1206
2017-07-11,769
2017-08-14,815
2021-03-19,501
2021-04-04,542
2021-04-10,513
2009-07-22,1232
2013-03-31,768
2013-01-17,849
2013-02-04,729
2013-05-20,961
2013-05-22,910
2013-05-29,904
2018-03-16,703
2018-04-06,695
2018-04-16,733
2017-12-04,809
2017-12-09,659
2015-04-08,679
2018-08-06,803
2021-06-03,623
2021-08-16,597
2010-04-03,976
2010-04-28,1041
2013-06-09,831
2013-06-26,953
2013-07-14,946
2013-08-27,885
2018-07-21,800
2018-09-07,730
2021-09-22,618
2021-07-25,640
2021-12-18,579
2021-12-25,467
2021-12-01,665
2010-05-24,1153
2010-06-13,926
2010-07-18,1077
2015-04-07,603
2018-12-21,802
2010-09-05,983
2011-01-19,933
2011-01-21,840
2011-03-05,783
2013-11-02,776
2014-02-25,650
2014-03-18,818
2014-01-03,562
2015-07-19,764
2019-05-23,772
2019-06-23,809
2010-12-30,852
2011-04-16,924
2011-05-02,966
2011-05-10,1076
2011-05-22,1015
2011-06-07,1097
2014-11-04,776
2016-03-02,609
2016-06-27,771
2015-03-23,592
2014-11-14,754
2011-06-10,1148
2011-06-22,1039
2011-07-26,1039
2011-11-20,918
2014-12-27,717
2015-01-21,746
2015-01-06,503
2014-10-11,801
2019-08-03,869
2020-04-15,413
2016-08-31,780
2016-05-10,713
2015-04-29,766
2012-01-13,752
2011-10-01,1073
2011-10-18,919
2012-01-03,808
2019-08-23,781
2020-12-23,585
2019-12-30,616
2020-02-11,643
2016-12-13,575
2016-12-21,728
2017-04-01,831
2017-04-05,633
2017-04-07,705
2017-04-26,758
2017-04-27,716
2017-06-05,737
2009-02-15,916
2018-06-18,846
2012-03-20,992
2012-06-29,1045
2020-07-12,598
2020-03-04,624
2020-02-24,601
2021-01-21,590
2021-02-08,413
2009-03-26,1211
2009-08-08,1171
2009-08-27,1037
2012-08-03,1061
2012-09-22,871
2012-10-01,1054
2017-09-28,717
2017-10-02,752
2021-04-02,505
2019-10-16,741
2009-11-01,1175
2013-03-03,717
2013-03-05,697
2012-12-20,828
2013-01-21,665
2013-01-30,856
2012-11-11,884
2013-06-03,914
2018-03-18,689
2015-05-10,741
2014-07-04,838
2021-05-10,526
2021-05-22,668
2021-06-06,715
2021-07-02,645
2021-07-14,563
2010-02-26,961
2010-01-14,1078
2013-09-23,849
2013-10-01,1101
2018-05-29,875
2018-05-26,854
2018-06-30,867
2016-10-20,717
2019-01-14,635
2018-09-10,716
2021-10-03,688
2021-10-01,791
2021-10-27,599
2021-10-28,592
2010-07-05,1111
2010-07-11,1019
2010-08-18,1129
2015-04-16,688
2018-11-16,733
2019-02-19,612
2019-03-16,766
2019-04-01,794
2019-05-06,792
2010-09-30,1001
2013-10-24,766
2015-09-15,813
2015-10-30,776
2015-12-23,754
2011-04-20,880
2011-05-05,1078
2014-07-22,834
2014-08-19,776
2014-10-22,727
2014-10-02,805
2016-01-19,610
2016-01-06,628
2016-02-22,639
2016-03-01,817
2016-03-13,628
2016-06-21,825
2011-09-24,949
2017-01-20,783
2017-01-24,736
2017-01-27,784
2016-10-22,773
2019-06-25,784
2009-01-30,1034
2011-10-20,888
2012-04-09,918
2019-07-18,760
2019-07-26,816
2019-12-23,690
2020-06-03,623
2017-04-22,701
2017-05-05,799
2017-06-21,786
2009-04-05,857
2012-06-03,991
2016-02-17,641
2020-07-26,659
2021-01-19,521
2016-09-13,786
2021-02-17,434
2009-06-03,1135
2009-06-12,1304
2018-03-17,777
2012-11-05,891
2012-05-12,932
2017-10-27,819
2017-07-21,758
2017-08-12,813
2017-10-09,746
2018-01-10,720
2018-02-08,557
2019-03-29,675
2009-12-27,757
2009-11-10,1099
2012-12-05,861
2013-03-07,831
2013-05-07,909
2017-12-18,727
2021-05-19,583
2021-05-27,504
2021-05-31,544
2021-06-14,647
2021-07-17,620
2015-06-21,783
2015-05-18,758
2010-03-22,966
2010-01-17,903
2010-05-17,1032
2013-07-13,947
2013-08-04,922
2013-08-10,1019
2013-09-06,897
2013-07-01,1079
2018-07-26,801
2019-01-29,494
2018-10-10,724
2018-07-01,984
2021-11-03,586
2010-08-04,1049
2018-12-03,771
2019-02-16,677
2019-03-01,756
2015-03-21,689
2010-09-25,1096
2010-12-16,860
2013-04-01,953
2014-04-03,716
2014-04-29,788
2014-01-10,635
2014-01-17,746
2015-09-25,811
2015-10-07,718
2015-11-22,520
2015-08-26,792
2015-08-28,806
2015-12-30,603
2011-04-28,963
2011-04-03,947
2011-09-11,965
2014-07-12,810
2016-04-20,690
2011-06-30,1034
2011-11-26,878
2014-09-26,879
2018-06-20,892
2019-09-07,737
2012-04-19,961
2012-04-24,896
2020-02-15,596
2016-12-07,660
2017-05-29,768
2009-03-12,1151
2009-05-06,1113
2009-05-13,1140
2012-03-06,938
2012-03-23,976
2012-08-19,940
2020-09-21,567
2021-01-09,494
2009-08-11,1256
2012-08-02,1019
2012-03-18,919
2012-08-13,868
2012-11-15,947
2012-12-06,876
2012-08-23,1031
2012-09-21,998
2019-05-14,720
2017-07-27,790
2017-08-02,774
2017-09-11,691
2017-10-23,740
2018-01-24,613
2018-01-25,641
2019-01-22,626
2019-06-03,706
2020-10-24,554
2020-11-13,533
2009-10-09,1081
2009-12-08,964
2013-03-14,843
2018-08-15,799
2015-03-13,814
2021-04-14,467
2021-04-15,515
2021-04-12,527
2021-05-01,688
2020-09-28,547
2021-07-22,601
2019-09-30,753
2010-01-24,829
2013-06-13,916
2019-07-09,743
2018-07-12,798
2018-10-04,698
2018-10-23,736
2018-10-25,721
2020-03-01,744
2021-12-14,564
2010-08-02,1062
2010-03-01,1138
2010-09-11,970
2010-09-24,1150
2011-02-04,670
2011-02-21,705
2010-11-19,1095
2013-10-23,751
2014-04-30,798
2013-12-11,650
2013-12-21,784
2014-02-12,606
2015-10-28,682
2015-07-20,778
2015-08-27,764
2019-06-20,733
2015-06-15,739
2011-06-03,1113
2014-07-06,873
2014-09-06,814
2014-05-09,863
2014-06-07,869
2016-01-23,722
2016-07-25,827
2016-07-20,825
2015-05-21,745
2015-04-24,761
2011-07-16,1103
2011-08-22,1021
2011-11-09,894
2015-01-28,647
2019-09-01,890
2019-07-01,909
2020-08-24,637
2019-12-11,606
2016-09-11,758
2016-05-09,732
2017-02-04,638
2010-04-21,1004
2011-12-23,923
2011-10-05,966
2012-01-21,717
2012-02-15,928
2015-02-23,572
2019-08-17,811
2019-10-01,881
2020-08-31,696
2020-12-25,400
2020-02-02,666
2017-04-16,687
2009-04-03,1179
2009-04-14,1060
2012-07-22,985
2019-06-21,779
2021-02-18,445
2009-06-20,1171
2009-04-06,934
2018-12-11,671
2012-10-09,892
2017-09-18,772
2020-09-01,672
2020-11-09,624
2020-11-25,485
2021-03-24,502
2009-07-13,1095
2009-10-12,985
2009-10-17,1025
2009-11-30,1016
2009-12-17,1002
2012-01-08,800
2013-01-22,693
2013-05-16,973
2017-12-20,704
2018-03-08,660
2014-10-27,812
2015-03-12,752
2021-05-09,525
2010-02-03,943
2010-02-13,876
2010-04-01,1263
2010-01-09,821
2010-04-30,1157
2013-07-28,859
2013-09-07,921
2018-05-22,797
2018-06-09,816
2018-06-10,731
2018-07-18,840
2018-10-03,676
2018-10-24,805
2021-09-08,577
2021-09-25,635
2021-10-15,625
2021-12-30,549
2010-10-23,1001
2010-08-07,1102
2010-08-22,1042
2019-06-13,701
2018-11-28,715
2019-03-24,648
2019-04-15,724
2011-01-25,914
2011-01-20,818
2010-12-01,948
2013-10-27,750
2014-03-23,648
2014-03-26,724
2014-04-23,738
2015-09-08,717
2015-10-02,799
2015-10-26,781
2015-07-12,801
2015-12-10,691
2011-05-27,1032
2011-06-06,1071
2011-03-08,916
2011-09-13,1029
2014-08-10,855
2014-10-13,705
2014-11-15,749
2016-02-06,696
2011-07-07,1073
2011-11-08,871
2014-12-12,727
2014-12-21,650
2015-01-24,756
2016-10-29,831
2016-10-31,867
2011-12-27,786
2012-04-16,931
2012-04-22,824
2012-04-17,959
2012-05-05,950
2012-05-08,1025
2012-05-09,977
2012-01-27,933
2012-01-24,898
2019-02-18,590
2017-01-13,800
2017-05-21,791
2017-05-23,739
2009-02-27,1051
2009-03-21,1111
2009-01-08,956
2009-04-18,1083
2009-03-11,1132
2009-05-04,1088
2012-05-23,1072
2012-05-25,1083
2012-06-08,1114
2012-06-14,979
2020-02-29,588
2020-09-26,630
2018-01-01,964
2020-07-25,650
2021-01-30,460
2020-06-01,920
2012-11-10,977
2017-07-15,889
2017-08-18,859
2017-08-20,776
2017-08-24,801
2017-09-07,728
2009-07-24,1214
2009-10-05,1056
2015-04-01,929
2009-12-10,803
2013-03-09,839
2013-03-19,771
2012-10-26,963
2013-04-28,794
2018-08-23,728
2019-05-30,746
2021-05-03,552
2020-07-01,699
2021-08-17,579
2021-08-26,582
2021-08-29,649
2020-04-08,444
2010-02-12,891
2010-03-14,896
2010-03-24,1145
2013-05-23,840
2013-12-04,867
2018-06-11,749
2018-06-19,795
2018-06-26,795
2018-10-06,726
2018-10-09,746
2010-06-09,1129
2010-07-19,1042
2010-07-26,1056
2010-08-09,1098
2010-08-11,1099
2010-08-16,1116
2019-05-08,759
2011-01-11,846
2013-11-08,864
2014-03-30,737
2014-04-25,848
2011-02-03,524
2014-01-28,595
2017-06-24,819
2017-12-25,394
2015-10-19,788
2015-11-10,640
2019-04-25,767
2015-05-05,697
2020-03-24,424
2014-06-03,898
2016-04-01,826
2016-04-07,742
2016-07-22,792
2011-08-14,972
2011-10-28,1046
2011-11-01,1204
2011-12-03,876
2014-12-06,661
2015-01-03,648
2019-09-04,683
2020-12-19,531
2020-04-17,425
2016-06-09,727
2011-12-21,937
2011-10-14,1022
2012-04-30,869
2019-11-22,727
2012-02-18,763
2020-05-13,521
2019-12-16,624
2020-01-14,662
2020-01-18,562
2020-12-28,528
2020-01-20,619
2017-02-22,703
2009-03-14,1112
2009-01-03,1108
2012-03-26,831
2012-06-16,1062
2012-07-10,1054
2020-09-23,638
2020-07-18,649
2020-08-01,695
2021-03-11,494
2009-05-14,1175
2009-03-24,1248
2012-08-08,974
2017-10-25,714
2017-11-12,666
2018-01-08,621
2020-11-16,518
2009-10-06,1088
2009-11-18,1043
2009-12-16,958
2013-03-30,869
2018-04-09,661
2018-04-29,725
2018-04-27,773
2015-03-08,625
2021-07-05,671
2021-07-23,628
2010-02-04,950
2010-02-17,926
2010-03-05,1112
2010-03-31,1062
2009-05-05,1198
2010-03-30,1052
2010-01-10,783
2009-03-31,980
2013-06-19,900
2013-07-11,885
2013-08-24,941
2013-01-16,831
2013-09-22,757
2013-10-05,852
2018-09-11,692
2021-11-30,563
2010-05-12,1109
2019-03-10,612
2019-03-09,617
2019-04-23,743
2011-01-07,937
2013-10-11,871
2013-10-12,821
2014-02-22,647
2014-03-24,697
2014-05-01,880
2014-02-03,677
2010-01-01,1456
2015-11-07,691
2015-10-31,721
2015-07-18,776
2015-08-20,839
2016-01-02,576
2015-03-20,777
2011-03-13,777
2011-03-14,918
2020-04-16,405
2014-07-30,794
2014-11-09,685
2016-02-01,853
2016-03-03,617
2016-04-28,732
2015-07-02,757
2011-08-17,1032
2011-10-31,1036
2015-01-10,647
2019-09-21,757
2016-09-07,723
2016-09-08,795
2017-02-10,745
2016-10-02,707
2016-08-01,882
2016-11-27,693
2019-11-12,547
2011-12-13,976
2012-02-16,870
2020-01-24,657
2020-06-04,529
2015-04-25,695
2017-03-28,673
2017-06-06,826
2009-03-28,1027
2015-07-03,768
2012-05-22,950
2020-03-13,676
2020-08-03,604
2021-01-03,515
2021-02-21,462
2021-02-28,563
2009-06-25,1084
2009-06-23,1230
2012-10-11,866
2012-11-20,925
2012-08-18,986
2017-11-14,700
2017-07-30,818
2017-09-03,757
2017-09-13,706
2017-10-17,719
2018-01-23,719
2020-10-30,619
2009-12-25,609
2009-10-01,1151
2009-10-07,1158
2009-11-28,989
2012-07-25,1012
2013-01-31,754
2018-03-03,664
2018-04-12,751
2018-03-19,660
2017-12-23,714
2017-12-29,574
2018-08-05,860
2018-05-21,714
2021-05-28,502
2021-06-21,597
2021-07-21,569
2010-03-04,988
2010-01-21,960
2013-06-22,922
2018-07-07,831
2021-12-31,594
2010-06-30,1140
2018-11-22,542
2019-04-07,703
2011-01-12,910
2010-11-28,892
2014-03-20,783
2014-04-01,924
2013-12-25,426
2015-10-25,728
2015-08-03,729
2015-07-26,802
2015-05-25,708
2015-12-09,685
2015-12-18,653
2011-04-10,1113
2011-04-25,931
2014-07-16,845
2014-10-31,824
2016-03-09,679
2016-03-25,717
2016-03-26,735
2016-08-11,852
2016-08-18,767
2015-07-05,898
2011-10-30,954
2015-04-23,731
2014-09-15,738
2013-04-24,907
2016-09-15,823
2017-02-02,671
2009-01-15,838
2017-11-30,751
2011-12-12,922
2012-01-19,748
2019-09-26,709
2019-12-27,693
2020-01-13,650
2017-04-08,696
2017-04-19,758
2017-05-19,776
2017-07-01,934
2009-02-12,1044
2009-02-21,841
2009-05-01,1355
2009-07-03,1155
2015-11-15,722
2013-01-12,763
2017-11-07,678
2020-11-01,687
2020-11-17,502
2020-12-09,527
2009-12-22,884
2010-01-03,760
2010-01-07,864
2009-09-30,996
2009-10-15,1088
2009-11-11,1086
2013-04-02,839
2012-12-02,842
2012-12-24,709
2013-01-04,866
2013-01-19,885
2013-04-19,847
2013-05-27,771
2020-12-12,502
2018-05-07,805
2021-04-18,453
2021-07-03,665
2021-08-25,560
2010-03-28,956
2015-06-24,728
2010-05-07,1113
2010-05-09,983
2013-06-17,1022
2013-07-03,879
2013-01-10,849
2013-08-03,973
2018-02-22,677
2021-09-26,616
2021-10-20,599
2021-11-07,636
2016-09-21,731
2021-11-20,603
2010-11-02,1044
2010-08-05,1119
2010-08-12,1042
2018-10-01,918
2018-11-26,561
2019-04-30,729
2014-03-21,802
2013-12-26,604
2014-01-07,467
2014-01-26,595
2015-10-22,774
2015-08-14,808
2016-01-10,597
2020-03-29,501
2011-04-30,977
2011-05-04,1025
2014-08-08,819
2014-09-02,799
2014-05-27,764
2014-10-17,868
2016-05-04,682
2011-08-15,1035
2011-11-21,932
2011-11-27,826
2015-01-30,714
2016-06-16,821
2016-09-18,781
2016-11-19,677
2011-12-22,880
2012-01-05,871
2012-01-07,863
2019-07-21,774
2019-07-28,833
2020-08-29,646
2019-10-06,670
2020-02-03,744
2016-10-15,823
2017-02-20,711
2017-02-17,832
2017-03-04,633
2017-03-08,667
2017-02-11,704
2017-02-13,718
2012-06-02,944
2015-09-13,734
2009-10-18,1003
2019-03-02,665
2021-02-05,481
2021-02-10,423
2009-05-30,1099
2009-08-13,1188
2009-05-20,1231
2009-09-19,1111
2018-10-14,702
2012-10-15,939
2012-09-09,910
2017-06-29,776
2009-11-17,1019
2019-06-30,804
2013-03-18,794
2013-05-04,913
2013-05-18,946
2018-03-21,689
2018-03-27,675
2018-08-02,854
2021-05-14,617
2021-05-18,553
2021-07-30,645
2010-05-05,1257
2010-05-19,1084
2010-05-20,1130
2013-06-12,830
2013-11-12,688
2013-11-15,934
2013-08-12,983
2013-08-20,962
2018-05-31,841
2018-06-25,854
2018-07-09,802
2018-07-20,823
2018-09-27,708
2018-10-07,718
2018-10-20,806
2021-09-05,668
2020-04-30,425
2021-09-09,605
2021-09-13,681
2021-10-24,485
2021-11-22,529
2021-12-22,471
2019-06-15,832
2019-03-13,688
2010-09-27,969
2011-02-22,855
2010-11-16,941
2010-11-30,891
2014-03-03,593
2014-04-04,811
2014-04-10,811
2013-12-10,635
2014-01-12,687
2015-09-06,818
2015-09-03,875
2015-08-17,741
2011-05-29,883
2011-06-13,1054
2011-03-26,862
2011-03-27,845
2014-07-19,868
2014-07-21,810
2014-08-31,830
2014-05-26,778
2014-05-28,801
2014-06-11,775
2016-07-08,790
2014-09-27,892
2020-05-01,579
2017-01-22,742
2017-01-29,634
2016-10-01,862
2016-10-09,682
2012-02-13,729
2020-01-28,681
2019-06-19,808
2016-11-28,693
2017-01-09,713
2017-06-08,769
2017-06-07,787
2012-07-07,1063
2020-02-25,517
2009-08-19,1218
2017-04-09,761
2012-08-29,955
2012-09-02,895
2012-09-16,897
2012-09-14,997
2013-02-08,816
2017-08-23,747
2015-12-14,739
2009-11-24,992
2013-03-28,833
2018-03-07,656
2018-03-01,831
2021-04-23,512
2021-05-16,562
2021-06-02,593
2010-03-06,982
2010-04-15,1256
2013-09-18,854
2019-01-06,664
2018-10-11,679
2018-10-21,644
2018-11-15,692
2021-11-06,629
2010-06-12,1000
2018-12-10,718
2010-09-26,974
2010-11-18,940
2014-04-14,689
2014-01-04,577
2019-05-09,737
2020-03-31,388
2011-04-22,894
2011-06-04,1101
2014-06-27,899
2014-08-05,825
2014-07-28,873
2014-07-23,861
2014-08-30,867
2014-02-10,620
2014-10-29,797
2016-03-14,684
2016-05-03,735
2015-03-30,719
2011-07-06,1087
2011-10-23,1042
2016-08-27,819
2016-09-17,834
2016-11-16,770
2009-01-25,853
2011-10-11,1026
2012-03-11,805
2012-05-10,916
2020-01-02,636
2017-02-28,631
2017-04-04,712
2009-02-18,1097
2009-04-30,1081
2012-06-04,980
2020-06-08,525
2019-08-24,818
2020-07-07,558
2020-08-08,666
2021-01-20,535
2009-03-23,1080
2009-09-24,1214
2009-06-29,1183
2012-10-02,907
2012-11-07,875
2017-08-04,924
2009-07-10,1245
2009-10-28,1079
2013-03-17,773
2013-03-21,759
2013-04-06,807
2013-05-19,850
2021-04-29,451
2021-05-17,595
2013-06-21,904
2013-08-30,933
2018-06-22,723
2010-07-07,1088
2010-04-26,1047
2010-10-07,1070
2010-08-21,1060
2019-04-03,680
2011-02-28,866
2010-11-13,947
2013-10-15,783
2013-10-22,750
2014-02-26,662
2014-03-31,736
2015-09-22,777
2016-01-07,707
2019-11-11,494
2011-05-30,1005
2014-06-28,853
2014-10-19,744
2016-01-16,652
2016-03-07,795
2016-07-04,848
2016-08-10,722
2019-11-19,687
2014-11-24,592
2014-11-26,677
2014-12-09,652
2014-10-09,686
2016-09-03,830
2016-09-25,809
2016-10-05,805
2016-10-13,693
2016-10-24,770
2016-10-28,802
2016-11-10,723
2009-02-09,1045
2019-11-02,664
2011-12-25,518
2012-01-29,813
2020-06-02,678
2020-02-07,694
2017-02-26,576
2017-03-11,659
2017-03-19,605
2017-03-29,669
2017-04-11,703
2019-04-11,746
2017-07-05,859
2009-03-10,1108
2009-04-16,1145
2019-07-02,769
2020-03-05,589
2020-09-07,605
2020-10-23,582
2012-07-30,999
2012-09-28,983
2012-11-06,786
2017-08-11,765
2017-06-01,895
2019-10-19,717
2021-03-30,529
2015-06-11,804
2013-06-06,960
2018-03-10,684
2017-12-22,784
2018-08-11,860
2018-05-19,759
2010-02-10,825
2010-03-09,1111
2013-07-02,880
2013-04-04,934
2018-10-19,766
2018-11-04,685
2021-08-10,527
2021-11-24,590
2021-12-28,452
2010-07-10,1072
2010-07-20,1129
2010-09-02,1022
2010-10-06,1123
2010-08-19,1153
2010-08-27,1134
2011-02-26,856
2014-02-27,613
2014-03-14,827
2014-04-02,725
2014-01-21,590
2015-12-03,710
2015-04-27,721
2011-05-17,1040
2011-05-26,949
2011-06-02,1178
2011-03-31,959
2020-11-06,665
2014-09-03,723
2016-01-17,537
2016-01-04,626
2016-02-26,740
2016-03-15,713
2016-08-05,862
2011-07-22,1128
2011-07-31,1049
2011-08-04,1146
2015-01-20,793
2014-09-14,760
2019-11-17,701
2016-10-04,743
2009-02-10,1126
2015-05-17,836
2011-05-12,1045
2019-06-05,790
2020-05-05,441
2019-07-29,815
2019-11-13,578
2020-01-26,606
2016-12-28,722
2017-01-17,705
2016-10-18,774
2017-06-16,835
2009-02-19,993
2009-02-22,809
2020-04-04,449
2012-04-07,975
2012-07-05,1010
2021-01-08,588
2021-02-09,438
2009-05-25,968
2009-05-31,1029
2009-06-15,1097
2009-09-20,1067
2012-10-24,1019
2012-10-22,839
2017-09-04,716
2018-01-31,708
2020-11-23,539
2015-10-29,669
2009-07-15,1176
2013-03-11,824
2013-02-06,826
2013-05-14,906
2018-02-13,645
2018-02-15,698
2018-08-24,790
2014-11-16,675
2021-03-12,533
2010-03-11,1110
2009-12-21,918
2013-06-14,1009
2013-11-29,807
2013-09-09,868
2020-08-11,595
2018-09-14,869
2018-10-30,766
2021-09-14,637
2010-06-06,970
2010-07-31,1002
2010-07-30,1061
2015-07-07,701
2020-08-12,604
2019-03-05,542
2011-01-31,794
2011-02-08,718
2011-02-15,920
2013-10-10,856
2015-10-03,709
2015-08-22,845
2015-06-06,758
2014-07-15,817
2016-02-20,702
2016-03-08,723
2016-03-04,704
2016-04-18,738
2016-07-07,790
2016-07-31,813
2019-06-22,825
2011-09-21,978
2011-11-12,998
2014-12-01,814
2014-11-22,728
2015-01-26,656
2019-12-10,675
2020-08-25,640
2016-09-05,822
2016-05-07,742
2017-01-23,789
2016-10-25,736
2012-01-16,826
2011-10-03,940
2012-04-26,925
2019-07-13,893
2020-09-02,579
2016-12-30,742
2015-05-11,749
2017-02-23,655
2017-03-14,474
2015-04-30,666
2017-04-28,832
2009-03-04,1123
2009-03-05,1162
2009-03-03,1037
2009-01-07,982
2015-06-17,722
2020-02-19,581
2020-12-29,428
2020-09-24,573
2020-05-24,566
2020-07-10,671
2021-02-27,566
2009-09-15,1180
2018-12-25,449
2012-11-04,731
2012-11-09,1001
2012-09-05,861
2013-02-10,762
2017-10-28,717
2020-03-16,531
2018-01-20,731
2018-01-05,664
2020-11-22,511
2010-07-28,1098
2009-09-29,1090
2009-10-20,1173
2009-11-16,998
2012-12-04,917
2018-02-17,605
2018-02-27,691
2021-08-07,607
2010-03-02,970
2013-06-18,930
2013-04-20,804
2013-09-15,835
2018-06-07,767
2018-05-30,847
2018-07-23,847
2018-11-02,786
2021-11-26,540
2015-03-29,619
2020-03-26,425
2019-04-18,628
2019-05-07,700
2010-12-04,858
2010-12-11,811
2013-10-26,745
2014-03-01,737
2015-09-17,717
2015-11-04,791
2015-08-19,793
2020-12-14,551
2014-07-11,943
2013-09-02,928
2014-05-18,859
2014-05-13,813
2016-02-21,707
2016-03-16,745
2016-07-19,791
2016-07-30,927
2011-07-03,983
2011-07-13,1118
2020-12-17,518
2014-07-02,819
2019-09-05,649
2015-09-24,718
2016-06-19,811
2016-10-30,786
2016-11-03,783
2016-11-07,738
2016-10-26,699
2016-11-22,722
2009-01-12,906
2012-04-14,944
2012-04-29,803
2012-01-28,808
2019-12-13,731
2019-12-21,747
2019-10-12,733
2019-11-01,857
2020-01-07,628
2020-05-25,645
2020-02-06,555
2017-03-17,709
2009-04-04,1071
2012-06-22,1120
2015-06-19,774
2020-03-09,573
2021-01-22,519
2021-02-02,503
2021-02-04,434
2012-09-06,1018
2018-01-26,763
2018-02-12,572
2010-01-08,931
2009-11-29,881
2013-01-18,928
2013-04-17,719
2012-02-25,792
2018-09-05,717
2018-05-09,792
2012-11-16,941
2021-05-29,566
2021-06-16,589
2021-07-31,783
2013-08-08,911
2018-11-13,609
2021-12-23,528
2021-11-09,625
2010-10-27,1027
2019-03-06,629
2010-10-05,1046
2011-01-06,889
2011-01-08,837
2011-02-01,700
2013-10-19,778
2014-02-18,633
2013-12-09,630
2011-05-01,1150
2011-05-13,1174
2011-09-06,942
2014-10-21,777
2016-03-21,699
2016-03-29,739
2014-12-03,750
2016-10-17,817
2016-12-04,595
2011-12-24,734
2012-01-10,899
2012-02-29,875
2019-08-05,809
2019-11-29,649
2017-02-19,674
2017-04-18,735
2017-06-17,827
2009-02-25,1157
2012-03-31,878
2012-08-11,994
2012-07-24,967
2009-05-23,1088
2009-08-03,1122
2009-06-28,1119
2015-08-02,822
2017-09-22,798
2012-11-27,809
2012-08-16,937
2018-02-03,630
2021-04-05,528
2013-01-14,745
2018-04-05,672
2018-04-13,781
2017-11-26,665
2018-08-21,722
2021-08-14,610
2010-03-20,876
2018-07-03,826
2018-12-15,744
2019-01-21,556
2019-01-23,662
2018-10-08,743
2018-10-29,723
2021-12-05,551
2010-10-15,1160
2010-10-31,1005
2010-07-06,1076
2010-09-04,988
2018-12-02,711
2011-02-09,762
2013-10-31,921
2014-03-11,698
2014-04-05,752
2014-04-20,690
2015-02-02,473
2015-11-14,696
2015-04-13,735
2019-10-26,559
2011-05-07,973
2011-05-31,1091
2011-03-20,806
2011-03-21,985
2016-03-10,716
2011-11-03,861
2011-11-24,711
2019-12-08,671
2016-09-22,831
2016-11-21,683
2009-01-20,1027
2011-12-28,852
2011-12-30,898
2011-10-10,896
2011-12-20,980
2019-08-18,759
2019-09-19,789
2020-09-09,543
2016-12-12,629
2017-03-15,607
2017-05-17,835
2017-05-04,741
2009-03-01,997
2009-01-05,1005
2009-01-06,977
2020-10-12,575
2021-01-27,516
2021-02-22,493
2009-05-21,1177
2009-06-26,1219
2012-09-26,934
2012-09-03,890
2021-03-20,489
2009-09-27,1063
2012-12-17,829
2018-02-18,587
2018-04-20,803
2018-08-07,785
2018-08-29,751
2021-06-04,599
2021-06-27,685
2010-04-24,1019
2009-12-30,924
2013-06-27,875
2013-07-23,925
2013-07-24,964
2013-11-10,754
2013-11-16,763
2013-08-07,940
2013-08-14,882
2019-02-06,636
2021-11-04,573
2010-07-04,999
2019-05-17,775
2010-10-21,1066
2013-10-13,779
2014-01-01,1214
